logFC;AveExpr;t;P.Value;adj.P.Val;B
GTPBP2;1.23478546783879;6.10058073766305;8.17003289132809;3.40982223426029e-11;2.55142141651208e-09;15.1556490474023
ANXA10;-2.28490062297735;1.05164857852186;-8.12075519526415;4.11862580389668e-11;3.00396392537177e-09;15.1215080434566
ALDH1L2;2.98977778504778;3.06894593645516;8.1064846642436;4.35024889182168e-11;3.1441866764284e-09;15.0730853844527
SRSF2;-1.22668244058736;7.76481029936711;-8.14661653819039;3.72993354894071e-11;2.75825132301991e-09;15.0627731873648
SOX4;1.15888622955165;6.61268132531307;8.13173838756184;3.94881725131477e-11;2.89332375941518e-09;14.992573334784
CH25H;7.42377756167128;-0.955934644924143;8.10701249820726;4.34145337285419e-11;3.1441866764284e-09;14.9646051703989
B3GNT5;1.8340858382831;5.36065881801417;8.09927765783378;4.47214583363276e-11;3.21772907209982e-09;14.9222603832917
IL1B;4.16514316945354;3.89591489766118;8.05425493786108;5.31514188108557e-11;3.80711933930851e-09;14.7735675741604
TRNP1;-1.26012160269345;6.61371178181681;-8.0424953761869;5.5604529063237e-11;3.96504974431734e-09;14.6626002836099
CCNL1;1.58020782727361;6.66688833921261;8.03953069247648;5.62406981977165e-11;3.99258965472056e-09;14.6563547539401
PHACTR4;1.22392587563734;5.82527849471754;8.0268751803275;5.90394668548188e-11;4.17273187642487e-09;14.6458893336128
PSAT1;1.78149590104361;6.0612550452809;8.00801153068729;6.34725466547177e-11;4.44669731454301e-09;14.5566182731295
FDPS;-1.48728212644007;7.64350512874289;-8.01223250470965;6.24524545977051e-11;4.39450686030459e-09;14.5354574380193
TIMM21;-1.13195428230844;4.88579688973067;-7.95922143540406;7.6549360832364e-11;5.3394014872286e-09;14.4353826296686
BDH1;-1.79434865731305;2.71810693912694;-7.93403043594698;8.43260820995252e-11;5.83091129599877e-09;14.3829412870501
