logFC;AveExpr;t;P.Value;adj.P.Val;B
SLC25A10;-2.47709911927946;4.70854168619261;-7.4829105071665;4.78387700253974e-10;4.08624959152766e-08;12.720428569892
SCG5;2.93034526057543;0.884130704136122;7.47233697232282;4.98274093410093e-10;4.21107518203144e-08;12.7117321057202
CYB5B;-1.10369540649503;7.81959142850583;-7.50333390885528;4.42196613418786e-10;3.83869918811863e-08;12.7058315983787
HNRNPL;-1.05271270702757;8.02148745790993;-7.49442872534447;4.57627282949084e-10;3.92993580136866e-08;12.6796092383082
TAOK2;-1.23592668999404;6.19508789889994;-7.4774088237797;4.88633938025121e-10;4.15156909152939e-08;12.6527289691194
KDSR;1.04048159573072;5.72095876630077;7.44551825960116;5.52503287674551e-10;4.62048953613906e-08;12.5487184208728
TBCD;-1.28059522887751;5.83758528098721;-7.44770462053086;5.47869447680702e-10;4.6058519409494e-08;12.5336379510691
LINC00662;1.13496609088984;2.76783436774711;7.42267323719745;6.03330806610951e-10;4.91683825203914e-08;12.5251490962697
CRELD2;-1.23485532363108;5.09002699121546;-7.42966216136675;5.87303500808836e-10;4.86062114944017e-08;12.5197494602315
IMP3;-1.40201678444741;6.19460506775986;-7.43801878954916;5.68697875970709e-10;4.73115165254173e-08;12.5093328733318
GTPBP10;1.21970713913559;4.40063682589078;7.42817616292423;5.90675214339619e-10;4.86332742198285e-08;12.4964672511956
ORC1;-1.71489269920532;3.4181278066704;-7.41540531805933;6.20462197508133e-10;5.03078308669919e-08;12.4568442286959
GTF3C1;-0.914616285953672;7.045508680741;-7.42445183985211;5.99210995486416e-10;4.90830627225873e-08;12.4299151277919
TSPAN31;1.01189668613299;4.91808436302087;7.38883636792564;6.87334874639751e-10;5.54484846091957e-08;12.3429456991667
NMRK1;1.34934207693767;3.57642287453766;7.37304747552886;7.30441936938168e-10;5.86298947674038e-08;12.3408702979948
TMPO-AS1;-1.93022459234776;1.30937756732927;-7.36388854622461;7.56676399969163e-10;5.98336244391458e-08;12.3255733697614
PPP1R3B;1.54862938429231;4.94552791599311;7.36592993512908;7.50748685778068e-10;5.98336244391458e-08;12.2701203648918
MAP2K6;-1.99932531487964;1.93960352005596;-7.3534438422892;7.87745812260013e-10;6.16797248001431e-08;12.2648262873696
CHAF1B;-1.36823017697836;3.72920084661276;-7.3565403126912;7.78404124392031e-10;6.12485176301178e-08;12.2306429134592
LRRC45;-2.09754653996968;3.72081128993399;-7.35005756544497;7.98090214054006e-10;6.21848536052909e-08;12.2229969734134
TUBG1;-1.31465898834968;6.41404123944164;-7.36487849675099;7.53795992688357e-10;5.98336244391458e-08;12.2173550353402
MXD1;1.51840504324721;5.27726193519663;7.33450989915723;8.47356654096084e-10;6.47599417984533e-08;12.2078289325769
APOH;-1.97667182560344;0.503285599282527;-7.31959338684807;8.97479402740245e-10;6.72724477473678e-08;12.1606051740771
TMEM167B;1.54428803893689;4.52853849657709;7.32967896523028;8.63275357974297e-10;6.56623680615402e-08;12.1505915687286
RRM2;-1.99865318355595;6.05323127768727;-7.34470745089674;8.14711325815809e-10;6.28665894070334e-08;12.1410969804157
CYP4V2;1.42624064766884;3.33673653729974;7.31937309604925;8.9824142435707e-10;6.72724477473678e-08;12.133245620653
DBI;-1.4897239153298;7.86983432169308;-7.34516539103311;8.13275204446277e-10;6.28665894070334e-08;12.1163513024776
RNF40;-0.931080953712994;6.70215659893714;-7.33853062666373;8.34331768974374e-10;6.40710641626331e-08;12.1118420981992
ASF1B;-2.03164633922275;3.48185225853498;-7.31814249008307;9.02510207557463e-10;6.72724477473678e-08;12.0973154538096
GLA;-1.21195979111032;6.10703190369335;-7.3208000060258;8.93316964128892e-10;6.72724477473678e-08;12.0557952424988
DMKN;1.63841120496326;5.03610318120659;7.30184308757199;9.61001619039077e-10;7.04132057839962e-08;12.0393116224149
POP7;-1.45708253243824;4.92899699442472;-7.30688392271954;9.42518453866278e-10;6.93771763299819e-08;12.0391526880466
DDX54;-1.14361880628884;6.38345409011194;-7.31728360835738;9.05501550471676e-10;6.72724477473678e-08;12.0301658372522
